Date,Close
5/27/2015 16:00:00,51.42
5/28/2015 16:00:00,51.15
5/29/2015 16:00:00,50.84
6/1/2015 16:00:00,50.88
6/2/2015 16:00:00,51.06
6/3/2015 16:00:00,51.26
6/4/2015 16:00:00,50.98
6/5/2015 16:00:00,51.02
6/8/2015 16:00:00,50.72
6/9/2015 16:00:00,50.68
6/10/2015 16:00:00,51.67
6/11/2015 16:00:00,51.94
6/12/2015 16:00:00,51.89
6/15/2015 16:00:00,51.68
6/16/2015 16:00:00,52.28
6/17/2015 16:00:00,52.38
6/18/2015 16:00:00,53
6/19/2015 16:00:00,53.27
6/22/2015 16:00:00,53.4
6/23/2015 16:00:00,53.6
6/24/2015 16:00:00,53.11
6/25/2015 16:00:00,52.61
6/26/2015 16:00:00,54.86
6/29/2015 16:00:00,53.84
6/30/2015 16:00:00,54.01
7/1/2015 16:00:00,54.72
7/2/2015 16:00:00,54.94
7/6/2015 16:00:00,54.92
7/7/2015 16:00:00,55.65
7/8/2015 16:00:00,54.64
7/9/2015 16:00:00,54.72
7/10/2015 16:00:00,55.26
7/13/2015 16:00:00,56.21
7/14/2015 16:00:00,56.17
7/15/2015 16:00:00,55.95
7/16/2015 16:00:00,56.17
7/17/2015 16:00:00,56.4
7/20/2015 16:00:00,56.57
7/21/2015 16:00:00,56.5
7/22/2015 16:00:00,57.05
7/23/2015 16:00:00,57
7/24/2015 16:00:00,56.5
7/27/2015 16:00:00,55.87
7/28/2015 16:00:00,56.74
7/29/2015 16:00:00,57.46
7/30/2015 16:00:00,57.51
7/31/2015 16:00:00,57.61
8/3/2015 16:00:00,57.42
8/4/2015 16:00:00,57.89
8/5/2015 16:00:00,58.38
8/6/2015 16:00:00,57.56
8/7/2015 16:00:00,57.26
8/10/2015 16:00:00,57.68
8/11/2015 16:00:00,57.23
8/12/2015 16:00:00,56.53
8/13/2015 16:00:00,56.8
8/14/2015 16:00:00,57.18
8/17/2015 16:00:00,57.49
8/18/2015 16:00:00,57.41
8/19/2015 16:00:00,57.48
8/20/2015 16:00:00,56.15
8/21/2015 16:00:00,53.44
8/24/2015 16:00:00,51.94
8/25/2015 16:00:00,51.77
8/26/2015 16:00:00,54.38
8/27/2015 16:00:00,56.31
8/28/2015 16:00:00,56.25
8/31/2015 16:00:00,55.88
9/1/2015 16:00:00,54.32
9/2/2015 16:00:00,55.35
9/3/2015 16:00:00,55.43
9/4/2015 16:00:00,54.85
9/8/2015 16:00:00,55.88
9/9/2015 16:00:00,54.93
9/10/2015 16:00:00,55.19
9/11/2015 16:00:00,55.91
9/14/2015 16:00:00,55.95
9/15/2015 16:00:00,56.92
9/16/2015 16:00:00,57.79
9/17/2015 16:00:00,57.64
9/18/2015 16:00:00,57.53
9/21/2015 16:00:00,58.28
9/22/2015 16:00:00,57.99
9/23/2015 16:00:00,57.72
9/24/2015 16:00:00,57.4
9/25/2015 16:00:00,62.5
9/28/2015 16:00:00,61.07
9/29/2015 16:00:00,59.84
9/30/2015 16:00:00,61.49
10/1/2015 16:00:00,61.92
10/2/2015 16:00:00,62.61
10/5/2015 16:00:00,62.14
10/6/2015 16:00:00,61.6
10/7/2015 16:00:00,61.05
10/8/2015 16:00:00,62.46
10/9/2015 16:00:00,62.47
10/12/2015 16:00:00,63.22
10/13/2015 16:00:00,62.91
10/14/2015 16:00:00,62.92
10/15/2015 16:00:00,64.4
10/16/2015 16:00:00,65.24
10/19/2015 16:00:00,66.61
10/20/2015 16:00:00,66.19
10/21/2015 16:00:00,66.24
10/22/2015 16:00:00,66.21
10/23/2015 16:00:00,65.27
10/26/2015 16:00:00,65.69
10/27/2015 16:00:00,65.41
10/28/2015 16:00:00,65.65
10/29/2015 16:00:00,65.56
10/30/2015 16:00:00,65.52
11/2/2015 16:00:00,65.6
11/3/2015 16:00:00,65.7
11/4/2015 16:00:00,65.18
11/5/2015 16:00:00,65.93
11/6/2015 16:00:00,65.89
11/9/2015 16:00:00,65.24
11/10/2015 16:00:00,65
11/11/2015 16:00:00,63.71
11/12/2015 16:00:00,62.99
11/13/2015 16:00:00,60.93
11/16/2015 16:00:00,61.73
11/17/2015 16:00:00,61.29
11/18/2015 16:00:00,62.89
11/19/2015 16:00:00,62.89
11/20/2015 16:00:00,66.33
11/23/2015 16:00:00,66.23
11/24/2015 16:00:00,66.26
11/25/2015 16:00:00,67.07
11/27/2015 16:00:00,67.17
11/30/2015 16:00:00,66.14
12/1/2015 16:00:00,66.66
12/2/2015 16:00:00,66.33
12/3/2015 16:00:00,64.56
12/4/2015 16:00:00,66.17
12/7/2015 16:00:00,65.8
12/8/2015 16:00:00,65.85
12/9/2015 16:00:00,64.42
12/10/2015 16:00:00,64.32
12/11/2015 16:00:00,63.15
12/14/2015 16:00:00,63.93
12/15/2015 16:00:00,64.31
12/16/2015 16:00:00,65.47
12/17/2015 16:00:00,65.11
12/18/2015 16:00:00,64.26
12/21/2015 16:00:00,64.9
12/22/2015 16:00:00,65.93
12/23/2015 16:00:00,64.36
12/24/2015 16:00:00,63.18
12/28/2015 16:00:00,63.81
12/29/2015 16:00:00,64.26
12/30/2015 16:00:00,63.25
12/31/2015 16:00:00,62.5
1/4/2016 16:00:00,61.52
1/5/2016 16:00:00,62.38
1/6/2016 16:00:00,61.49
1/7/2016 16:00:00,59.85
1/8/2016 16:00:00,58.87
1/11/2016 16:00:00,59.55
1/12/2016 16:00:00,59.94
1/13/2016 16:00:00,58.78
1/14/2016 16:00:00,58.51
1/15/2016 16:00:00,57.56
1/19/2016 16:00:00,58.32
1/20/2016 16:00:00,59.04
1/21/2016 16:00:00,60.56
1/22/2016 16:00:00,60.88
1/25/2016 16:00:00,60.7
1/26/2016 16:00:00,61.11
1/27/2016 16:00:00,59.58
1/28/2016 16:00:00,61.2
1/29/2016 16:00:00,62.01
2/1/2016 16:00:00,63.16
2/2/2016 16:00:00,62.55
2/3/2016 16:00:00,62.49
2/4/2016 16:00:00,60.17
2/5/2016 16:00:00,57.17
2/8/2016 16:00:00,55.04
2/9/2016 16:00:00,55.68
2/10/2016 16:00:00,57.41
2/11/2016 16:00:00,56
2/12/2016 16:00:00,56.42
2/16/2016 16:00:00,57.79
2/17/2016 16:00:00,58.17
2/18/2016 16:00:00,58.6
2/19/2016 16:00:00,59.31
2/22/2016 16:00:00,60.17
2/23/2016 16:00:00,60.21
2/24/2016 16:00:00,60.4
2/25/2016 16:00:00,62.38
2/26/2016 16:00:00,62.6
2/29/2016 16:00:00,61.59
3/1/2016 16:00:00,62.92
3/2/2016 16:00:00,62.22
3/3/2016 16:00:00,61.47
3/4/2016 16:00:00,61.26
3/7/2016 16:00:00,59.25
3/8/2016 16:00:00,59.81
3/9/2016 16:00:00,58.33
3/10/2016 16:00:00,58.88
3/11/2016 16:00:00,60.08
3/14/2016 16:00:00,60.81
3/15/2016 16:00:00,61.4
3/16/2016 16:00:00,61.86
3/17/2016 16:00:00,63.18
3/18/2016 16:00:00,62.99
3/21/2016 16:00:00,64.72
3/22/2016 16:00:00,64.9
3/23/2016 16:00:00,62.44
3/24/2016 16:00:00,61.65
3/28/2016 16:00:00,61.34
3/29/2016 16:00:00,61.49
3/30/2016 16:00:00,62.04
3/31/2016 16:00:00,61.47
4/1/2016 16:00:00,61.59
4/4/2016 16:00:00,59.97
4/5/2016 16:00:00,59.67
4/6/2016 16:00:00,60.31
4/7/2016 16:00:00,60.3
4/8/2016 16:00:00,59.42
4/11/2016 16:00:00,57.92
4/12/2016 16:00:00,58.55
4/13/2016 16:00:00,59.58
4/14/2016 16:00:00,59.49
4/15/2016 16:00:00,59.5
4/18/2016 16:00:00,59.57
4/19/2016 16:00:00,59.56
4/20/2016 16:00:00,59.62
4/21/2016 16:00:00,60.08
4/22/2016 16:00:00,59.43
4/25/2016 16:00:00,59.21
4/26/2016 16:00:00,59.54
4/27/2016 16:00:00,59.27
4/28/2016 16:00:00,58.54
4/29/2016 16:00:00,58.94
5/2/2016 16:00:00,59.59
5/3/2016 16:00:00,59.52
5/4/2016 16:00:00,59.11
5/5/2016 16:00:00,58.19
5/6/2016 16:00:00,58.43
5/9/2016 16:00:00,58.72
5/10/2016 16:00:00,59.2
5/11/2016 16:00:00,57.01
5/12/2016 16:00:00,57.99
5/13/2016 16:00:00,57.31
5/16/2016 16:00:00,57.14
5/17/2016 16:00:00,57.1
5/18/2016 16:00:00,56.12
5/19/2016 16:00:00,57.04
5/20/2016 16:00:00,56.48
5/23/2016 16:00:00,55.99
5/24/2016 16:00:00,56.59
5/25/2016 16:00:00,55.99
5/26/2016 16:00:00,55.84
5/27/2016 16:00:00,56.19
5/31/2016 16:00:00,55.22
6/1/2016 16:00:00,54.93
6/2/2016 16:00:00,54.53
6/3/2016 16:00:00,53.45
6/6/2016 16:00:00,54.3
6/7/2016 16:00:00,53.55
6/8/2016 16:00:00,54.12
6/9/2016 16:00:00,54.94
6/10/2016 16:00:00,55.11
6/13/2016 16:00:00,54.91
6/14/2016 16:00:00,54.12
6/15/2016 16:00:00,54.31
6/16/2016 16:00:00,53.47
6/17/2016 16:00:00,53.71
6/20/2016 16:00:00,54.36
6/21/2016 16:00:00,54.77
6/22/2016 16:00:00,54.57
6/23/2016 16:00:00,54.12
6/24/2016 16:00:00,52.59
6/27/2016 16:00:00,51.89
6/28/2016 16:00:00,53.09
6/29/2016 16:00:00,55.13
6/30/2016 16:00:00,55.2
7/1/2016 16:00:00,55.61
7/5/2016 16:00:00,55.2
7/6/2016 16:00:00,55.8
7/7/2016 16:00:00,55.92
7/8/2016 16:00:00,56.72
7/11/2016 16:00:00,56.83
7/12/2016 16:00:00,58.06
7/13/2016 16:00:00,57.99
7/14/2016 16:00:00,58.49
7/15/2016 16:00:00,57.87
7/18/2016 16:00:00,57.74
7/19/2016 16:00:00,57.76
7/20/2016 16:00:00,57.76
7/21/2016 16:00:00,56.99
7/22/2016 16:00:00,56.73
7/25/2016 16:00:00,57.14
7/26/2016 16:00:00,56.37
7/27/2016 16:00:00,55.79
7/28/2016 16:00:00,55.45
7/29/2016 16:00:00,55.5
8/1/2016 16:00:00,55.41
8/2/2016 16:00:00,54.92
8/3/2016 16:00:00,54.75
8/4/2016 16:00:00,54.79
8/5/2016 16:00:00,55.85
8/8/2016 16:00:00,55.98
8/9/2016 16:00:00,55.77
8/10/2016 16:00:00,55.13
8/11/2016 16:00:00,56.73
8/12/2016 16:00:00,56.45
8/15/2016 16:00:00,56.77
8/16/2016 16:00:00,56.88
8/17/2016 16:00:00,56.86
8/18/2016 16:00:00,57.21
8/19/2016 16:00:00,58.9
8/22/2016 16:00:00,58.66
8/23/2016 16:00:00,59.62
8/24/2016 16:00:00,60.22
8/25/2016 16:00:00,59.24
8/26/2016 16:00:00,59
8/29/2016 16:00:00,58.63
8/30/2016 16:00:00,58
8/31/2016 16:00:00,57.64
9/1/2016 16:00:00,58.54
9/2/2016 16:00:00,58.02
9/6/2016 16:00:00,57.41
9/7/2016 16:00:00,57.72
9/8/2016 16:00:00,56.17
9/9/2016 16:00:00,55.33
9/12/2016 16:00:00,56.01
9/13/2016 16:00:00,55.37
9/14/2016 16:00:00,55.13
9/15/2016 16:00:00,55.47
9/16/2016 16:00:00,55.18
9/19/2016 16:00:00,54.95
9/20/2016 16:00:00,54.87
9/21/2016 16:00:00,55.34
9/22/2016 16:00:00,55.41
9/23/2016 16:00:00,55.15
9/26/2016 16:00:00,54.4
9/27/2016 16:00:00,55.34
9/28/2016 16:00:00,53.25
9/29/2016 16:00:00,52.16
9/30/2016 16:00:00,52.65
10/3/2016 16:00:00,52.67
10/4/2016 16:00:00,52.14
10/5/2016 16:00:00,52.12
10/6/2016 16:00:00,52.03
10/7/2016 16:00:00,51.79
10/10/2016 16:00:00,51.79
10/11/2016 16:00:00,51.82
10/12/2016 16:00:00,52.44
10/13/2016 16:00:00,52.03
10/14/2016 16:00:00,51.62
10/17/2016 16:00:00,51.03
10/18/2016 16:00:00,51.22
10/19/2016 16:00:00,51.8
10/20/2016 16:00:00,51.89
10/21/2016 16:00:00,51.77
10/24/2016 16:00:00,51.87
10/25/2016 16:00:00,51.05
10/26/2016 16:00:00,51.97
10/27/2016 16:00:00,51.89
10/28/2016 16:00:00,52.02
10/31/2016 16:00:00,50.18
11/1/2016 16:00:00,49.62
11/2/2016 16:00:00,49.72
11/3/2016 16:00:00,49.73
11/4/2016 16:00:00,49.96
11/7/2016 16:00:00,50.91
11/8/2016 16:00:00,51.08
11/9/2016 16:00:00,51.12
11/10/2016 16:00:00,50.39
11/11/2016 16:00:00,50.77
11/14/2016 16:00:00,50.21
11/15/2016 16:00:00,50.13
11/16/2016 16:00:00,50.68
11/17/2016 16:00:00,51.59
11/18/2016 16:00:00,51.1
11/21/2016 16:00:00,51.28
11/22/2016 16:00:00,51.71
11/23/2016 16:00:00,51.34
11/25/2016 16:00:00,51.52
11/28/2016 16:00:00,51.01
11/29/2016 16:00:00,50.63
11/30/2016 16:00:00,50.07
12/1/2016 16:00:00,50.65
12/2/2016 16:00:00,50.46
12/5/2016 16:00:00,51.85
12/6/2016 16:00:00,50.57
12/7/2016 16:00:00,52.1
12/8/2016 16:00:00,51.55
12/9/2016 16:00:00,51.72
12/12/2016 16:00:00,51.54
12/13/2016 16:00:00,52.3
12/14/2016 16:00:00,51.79
12/15/2016 16:00:00,51.29
12/16/2016 16:00:00,50.92
12/19/2016 16:00:00,50.85
12/20/2016 16:00:00,51.79
12/21/2016 16:00:00,52.3
12/22/2016 16:00:00,52.14
12/23/2016 16:00:00,51.91
12/27/2016 16:00:00,51.29
12/28/2016 16:00:00,51.02
12/29/2016 16:00:00,51.06
12/30/2016 16:00:00,50.83
1/3/2017 16:00:00,51.98
1/4/2017 16:00:00,53.07
1/5/2017 16:00:00,53.06
1/6/2017 16:00:00,53.91
1/9/2017 16:00:00,53.38
1/10/2017 16:00:00,53.11
1/11/2017 16:00:00,52.69
1/12/2017 16:00:00,52.4
1/13/2017 16:00:00,52.92
1/17/2017 16:00:00,53.65
1/18/2017 16:00:00,53.27
1/19/2017 16:00:00,52.93
1/20/2017 16:00:00,53.2
1/23/2017 16:00:00,53.24
1/24/2017 16:00:00,53.45
1/25/2017 16:00:00,53.86
1/26/2017 16:00:00,53.65
1/27/2017 16:00:00,53.19
1/30/2017 16:00:00,53.08
1/31/2017 16:00:00,52.9
2/1/2017 16:00:00,53.02
2/2/2017 16:00:00,52.8
2/3/2017 16:00:00,52.36
2/6/2017 16:00:00,52.8
2/7/2017 16:00:00,52.81
2/8/2017 16:00:00,53.88
2/9/2017 16:00:00,55.31
2/10/2017 16:00:00,56.22
2/13/2017 16:00:00,56.09
2/14/2017 16:00:00,56.45
2/15/2017 16:00:00,56.64
2/16/2017 16:00:00,56.29
2/17/2017 16:00:00,56.75
2/21/2017 16:00:00,57.36
2/22/2017 16:00:00,58.24
2/23/2017 16:00:00,57.39
2/24/2017 16:00:00,57.86
2/27/2017 16:00:00,57.69
2/28/2017 16:00:00,57.16
3/1/2017 16:00:00,57.95
3/2/2017 16:00:00,57.8
3/3/2017 16:00:00,56.7
3/6/2017 16:00:00,56.77
3/7/2017 16:00:00,56.55
3/8/2017 16:00:00,56.51
3/9/2017 16:00:00,56.36
3/10/2017 16:00:00,56.43
3/13/2017 16:00:00,56.67
3/14/2017 16:00:00,57.28
3/15/2017 16:00:00,57.66
3/16/2017 16:00:00,57.6
3/17/2017 16:00:00,57.8
3/20/2017 16:00:00,58.68
3/21/2017 16:00:00,58.01
3/22/2017 16:00:00,53.92
3/23/2017 16:00:00,55.37
3/24/2017 16:00:00,56.36
3/27/2017 16:00:00,55.93
3/28/2017 16:00:00,56.62
3/29/2017 16:00:00,56.68
3/30/2017 16:00:00,56.04
3/31/2017 16:00:00,55.73
4/3/2017 16:00:00,55.56
4/4/2017 16:00:00,55.04
4/5/2017 16:00:00,54.98
4/6/2017 16:00:00,55.14
4/7/2017 16:00:00,55.11
4/10/2017 16:00:00,54.9
4/11/2017 16:00:00,54.92
4/12/2017 16:00:00,55.57
4/13/2017 16:00:00,55.34
4/17/2017 16:00:00,56.24
4/18/2017 16:00:00,56.11
4/19/2017 16:00:00,55.86
4/20/2017 16:00:00,56.4
4/21/2017 16:00:00,55.85
4/24/2017 16:00:00,55.47
4/25/2017 16:00:00,55.45
4/26/2017 16:00:00,55.16
4/27/2017 16:00:00,55.47
4/28/2017 16:00:00,55.41
5/1/2017 16:00:00,54.99
5/2/2017 16:00:00,55.07
5/3/2017 16:00:00,54.53
5/4/2017 16:00:00,54.47
5/5/2017 16:00:00,53.95
5/8/2017 16:00:00,54.3
5/9/2017 16:00:00,54.89
5/10/2017 16:00:00,54.56
5/11/2017 16:00:00,54.24
5/12/2017 16:00:00,54.2
5/15/2017 16:00:00,53.77
5/16/2017 16:00:00,52.78
5/17/2017 16:00:00,51.8
5/18/2017 16:00:00,51.68
5/19/2017 16:00:00,51.77
5/22/2017 16:00:00,51.57
5/23/2017 16:00:00,52.2
5/24/2017 16:00:00,52.01
5/25/2017 16:00:00,52.35
5/26/2017 16:00:00,52.59
5/30/2017 16:00:00,52.92
5/31/2017 16:00:00,52.99
6/1/2017 16:00:00,52.3
6/2/2017 16:00:00,52.98
6/5/2017 16:00:00,53.01
6/6/2017 16:00:00,52.48
6/7/2017 16:00:00,53.23
6/8/2017 16:00:00,53.2
6/9/2017 16:00:00,53.46
6/12/2017 16:00:00,54.03
6/13/2017 16:00:00,54.31
6/14/2017 16:00:00,54.66
6/15/2017 16:00:00,52.9
6/16/2017 16:00:00,51.1
6/19/2017 16:00:00,52.02
6/20/2017 16:00:00,51.56
6/21/2017 16:00:00,52.59
6/22/2017 16:00:00,52.4
6/23/2017 16:00:00,52.85
6/26/2017 16:00:00,53.28
6/27/2017 16:00:00,52.95
6/28/2017 16:00:00,53.36
6/29/2017 16:00:00,53.17
6/30/2017 16:00:00,59
7/3/2017 16:00:00,58.65
7/5/2017 16:00:00,57.56
7/6/2017 16:00:00,57.16
7/7/2017 16:00:00,57.98
7/10/2017 16:00:00,58.73
7/11/2017 16:00:00,58.18
7/12/2017 16:00:00,58.22
7/13/2017 16:00:00,57.94
7/14/2017 16:00:00,58
7/17/2017 16:00:00,57.79
7/18/2017 16:00:00,57.65
7/19/2017 16:00:00,57.77
7/20/2017 16:00:00,59.1
7/21/2017 16:00:00,59.95
7/24/2017 16:00:00,58.95
7/25/2017 16:00:00,59.39
7/26/2017 16:00:00,58.36
7/27/2017 16:00:00,58.15
7/28/2017 16:00:00,58.67
7/31/2017 16:00:00,59.05
8/1/2017 16:00:00,59.84
8/2/2017 16:00:00,59.79
8/3/2017 16:00:00,60.14
8/4/2017 16:00:00,59.76
8/7/2017 16:00:00,59.79
8/8/2017 16:00:00,59.46
8/9/2017 16:00:00,59.9
8/10/2017 16:00:00,59.07
8/11/2017 16:00:00,58.97
8/14/2017 16:00:00,59.78
8/15/2017 16:00:00,58.56
8/16/2017 16:00:00,58.54
8/17/2017 16:00:00,57.46
8/18/2017 16:00:00,54.95
8/21/2017 16:00:00,53.61
8/22/2017 16:00:00,54.13
8/23/2017 16:00:00,53.61
8/24/2017 16:00:00,53.84
8/25/2017 16:00:00,53.9
8/28/2017 16:00:00,53.73
8/29/2017 16:00:00,52.73
8/30/2017 16:00:00,52.56
8/31/2017 16:00:00,52.81
9/1/2017 16:00:00,53.36
9/5/2017 16:00:00,53.01
9/6/2017 16:00:00,52.76
9/7/2017 16:00:00,52.39
9/8/2017 16:00:00,52.2
9/11/2017 16:00:00,53.03
9/12/2017 16:00:00,53.4
9/13/2017 16:00:00,53.52
9/14/2017 16:00:00,53.73
9/15/2017 16:00:00,53.87
9/18/2017 16:00:00,53.5
9/19/2017 16:00:00,53.33
9/20/2017 16:00:00,53.56
9/21/2017 16:00:00,53.19
9/22/2017 16:00:00,53.24
9/25/2017 16:00:00,53.23
9/26/2017 16:00:00,53.7
9/27/2017 16:00:00,52.67
9/28/2017 16:00:00,52.63
9/29/2017 16:00:00,51.85
10/2/2017 16:00:00,51.87
10/3/2017 16:00:00,51.47
10/4/2017 16:00:00,52.08
10/5/2017 16:00:00,52.18
10/6/2017 16:00:00,52.42
10/9/2017 16:00:00,51.52
10/10/2017 16:00:00,51.53
10/11/2017 16:00:00,51.03
10/12/2017 16:00:00,50.83
10/13/2017 16:00:00,50.98
10/16/2017 16:00:00,51.37
10/17/2017 16:00:00,52
10/18/2017 16:00:00,52.3
10/19/2017 16:00:00,52.69
10/20/2017 16:00:00,53.06
10/23/2017 16:00:00,53.66
10/24/2017 16:00:00,53.42
10/25/2017 16:00:00,54.94
10/26/2017 16:00:00,56.81
10/27/2017 16:00:00,55.96
10/30/2017 16:00:00,55.27
10/31/2017 16:00:00,54.99
11/1/2017 16:00:00,55.07
11/2/2017 16:00:00,55.12
11/3/2017 16:00:00,55.71
11/6/2017 16:00:00,56.04
11/7/2017 16:00:00,55.15
11/8/2017 16:00:00,55.76
11/9/2017 16:00:00,56.13
11/10/2017 16:00:00,56.09
11/13/2017 16:00:00,55.91
11/14/2017 16:00:00,55.98
11/15/2017 16:00:00,56.63
11/16/2017 16:00:00,57.23
11/17/2017 16:00:00,59.19
11/20/2017 16:00:00,59.25
11/21/2017 16:00:00,59.39
11/22/2017 16:00:00,59.07
11/24/2017 13:00:00,59.32
11/27/2017 16:00:00,59.63
11/28/2017 16:00:00,59.58
11/29/2017 16:00:00,60.36
11/30/2017 16:00:00,60.42
12/1/2017 16:00:00,59.88
12/4/2017 16:00:00,60.1
12/5/2017 16:00:00,60.42
12/6/2017 16:00:00,59.72
12/7/2017 16:00:00,60.6
12/8/2017 16:00:00,61.3
12/11/2017 16:00:00,61.91
12/12/2017 16:00:00,62.17
12/13/2017 16:00:00,64.3
12/14/2017 16:00:00,64.53
12/15/2017 16:00:00,64.79
12/18/2017 16:00:00,64.81
12/19/2017 16:00:00,64.24
12/20/2017 16:00:00,63.59
12/21/2017 16:00:00,64.77
12/22/2017 16:00:00,63.29
12/26/2017 16:00:00,63.65
12/27/2017 16:00:00,62.95
12/28/2017 16:00:00,62.95
12/29/2017 16:00:00,62.55
1/2/2018 16:00:00,63.49
1/3/2018 16:00:00,63.48
1/4/2018 16:00:00,63.44
1/5/2018 16:00:00,63.98
1/8/2018 16:00:00,64.55
1/9/2018 16:00:00,64.09
1/10/2018 16:00:00,64.22
1/11/2018 16:00:00,64.29
1/12/2018 16:00:00,64.67
1/16/2018 16:00:00,63.42
1/17/2018 16:00:00,63.81
1/18/2018 16:00:00,64.11
1/19/2018 16:00:00,67.21
1/22/2018 16:00:00,66.39
1/23/2018 16:00:00,67.14
1/24/2018 16:00:00,68
1/25/2018 16:00:00,67.71
1/26/2018 16:00:00,68.04
1/29/2018 16:00:00,67.58
1/30/2018 16:00:00,67.33
1/31/2018 16:00:00,68.22
2/1/2018 16:00:00,67.65
2/2/2018 16:00:00,67.22
2/5/2018 16:00:00,64.39
2/6/2018 16:00:00,65.22
2/7/2018 16:00:00,65.63
2/8/2018 16:00:00,62.49
2/9/2018 16:00:00,65.49
2/12/2018 16:00:00,65.98
2/13/2018 16:00:00,65.87
2/14/2018 16:00:00,67.96
2/15/2018 16:00:00,68.29
2/16/2018 16:00:00,68.3
2/20/2018 16:00:00,67.49
2/21/2018 16:00:00,67.05
2/22/2018 16:00:00,67.13
2/23/2018 16:00:00,68.16
2/26/2018 16:00:00,69.65
2/27/2018 16:00:00,68.03
2/28/2018 16:00:00,67.03
3/1/2018 16:00:00,66.32
3/2/2018 16:00:00,65.89
3/5/2018 16:00:00,65.05
3/6/2018 16:00:00,65.24
3/7/2018 16:00:00,64.17
3/8/2018 16:00:00,65.11
3/9/2018 16:00:00,66.3
3/12/2018 16:00:00,66.82
3/13/2018 16:00:00,66.17
3/14/2018 16:00:00,66.2
3/15/2018 16:00:00,66.39
3/16/2018 16:00:00,65.91
3/19/2018 16:00:00,65.71
3/20/2018 16:00:00,66.8
3/21/2018 16:00:00,66.35
3/22/2018 16:00:00,64.42
3/23/2018 16:00:00,64.63
3/26/2018 16:00:00,65.9
3/27/2018 16:00:00,66.17
3/28/2018 16:00:00,65.44
3/29/2018 16:00:00,66.44
4/2/2018 16:00:00,64.12
4/3/2018 16:00:00,66.7
4/4/2018 16:00:00,68.42
4/5/2018 16:00:00,69.59
4/6/2018 16:00:00,67.55
4/9/2018 16:00:00,67.18
4/10/2018 16:00:00,67
4/11/2018 16:00:00,66.83
4/12/2018 16:00:00,67.77
4/13/2018 16:00:00,67.25
4/16/2018 16:00:00,67.06
4/17/2018 16:00:00,67.51
4/18/2018 16:00:00,66.2
4/19/2018 16:00:00,65.73
4/20/2018 16:00:00,66.09
4/23/2018 16:00:00,66.88
4/24/2018 16:00:00,66.97
4/25/2018 16:00:00,66.67
4/26/2018 16:00:00,68.05
4/27/2018 16:00:00,69.56
